"deciderID","occasionID","choice","price_A","time_A","change_A","comfort_A","price_B","time_B","change_B","comfort_B"
8,8,"A",74.3752125,2.08333333333333,0,1,99.16695,1.75,0,1
9,1,"B",120.322566,3.58333333333333,1,2,92.55582,3.25,1,1
9,2,"B",92.55582,4,1,2,120.322566,4,2,1
9,3,"A",120.322566,3.25,1,1,106.439193,3.25,2,2
9,4,"B",92.55582,3.58333333333333,2,1,120.322566,3.25,1,1
9,5,"B",106.439193,3.25,2,2,120.322566,3.58333333333333,1,2
9,6,"B",106.439193,3.58333333333333,1,1,120.322566,3.25,1,1
9,7,"A",106.439193,3.58333333333333,1,1,92.55582,3.58333333333333,2,1
9,8,"A",92.55582,3.58333333333333,2,1,120.322566,3.58333333333333,1,2
9,9,"B",120.322566,4,2,1,106.439193,3.25,2,2
9,10,"B",106.439193,4,1,1,92.55582,3.58333333333333,2,1
9,11,"A",120.322566,3.58333333333333,1,2,106.439193,4,1,1
9,12,"A",106.439193,3.25,2,2,106.439193,4,1,1
10,1,"B",160.430088,1.86666666666667,0,2,137.511504,1.53333333333333,0,1
10,2,"B",114.59292,1.7,0,1,137.511504,1.53333333333333,0,1
10,3,"A",114.59292,1.7,0,1,160.430088,1.53333333333333,1,1
10,4,"B",114.59292,1.53333333333333,0,2,160.430088,1.7,0,1
10,5,"A",114.59292,1.86666666666667,1,1,160.430088,1.86666666666667,0,2
10,6,"A",114.59292,1.86666666666667,1,1,114.59292,1.53333333333333,0,2
10,7,"B",137.511504,1.86666666666667,0,1,114.59292,1.86666666666667,1,1
10,8,"A",137.511504,1.7,1,2,160.430088,1.86666666666667,0,2
10,9,"B",137.511504,1.7,1,2,137.511504,1.86666666666667,0,1
10,10,"B",160.430088,1.7,0,1,160.430088,1.53333333333333,1,1
10,11,"A",137.511504,1.86666666666667,0,1,160.430088,1.7,0,1
10,12,"B",160.430088,1.53333333333333,1,1,137.511504,1.86666666666667,0,1
11,1,"B",77.350221,2.61666666666667,2,1,68.4251955,2.03333333333333,1,1
11,3,"A",59.50017,2.03333333333333,2,1,59.50017,2.28333333333333,1,1
11,4,"B",77.350221,2.03333333333333,1,2,59.50017,2.28333333333333,1,1
11,6,"A",77.350221,2.28333333333333,1,1,59.50017,2.61666666666667,1,2
11,7,"A",68.4251955,2.28333333333333,2,2,77.350221,2.61666666666667,2,1
11,9,"B",59.50017,2.61666666666667,1,2,77.350221,2.03333333333333,1,2
11,10,"A",77.350221,2.03333333333333,1,2,68.4251955,2.61666666666667,1,1
12,1,"A",66.1113,2,0,1,66.1113,2.33333333333333,2,1
12,2,"B",33.05565,1.75,2,1,33.05565,2.33333333333333,0,0
12,3,"B",33.05565,2,1,1,33.05565,2.33333333333333,0,0
12,4,"B",49.583475,1.75,0,1,49.583475,2,2,0
12,5,"B",33.05565,1.75,2,1,49.583475,2,2,0
12,6,"A",66.1113,1.75,1,0,49.583475,2.33333333333333,1,1
12,7,"A",33.05565,1.75,2,1,49.583475,1.75,0,1
12,8,"B",66.1113,2,0,1,33.05565,2,1,1
12,9,"A",49.583475,2.33333333333333,1,1,66.1113,2,0,1
12,10,"A",33.05565,2.33333333333333,0,0,66.1113,1.75,1,0
12,11,"A",33.05565,1.75,2,1,66.1113,1.75,1,0
12,12,"B",33.05565,1.75,2,1,33.05565,2,1,1
12,13,"A",33.05565,2,1,1,49.583475,2,2,0
12,14,"A",49.583475,1.75,0,1,66.1113,1.75,1,0
13,1,"B",44.0742,2.25,1,1,44.0742,1.66666666666667,1,1
13,2,"B",88.1484,2.25,1,0,44.0742,2.25,1,1
13,3,"A",66.1113,1.66666666666667,1,0,88.1484,1.66666666666667,0,1
13,4,"A",44.0742,2.25,1,1,66.1113,2.25,0,1
13,5,"A",44.0742,1.66666666666667,1,1,88.1484,1.66666666666667,0,1
13,6,"B",88.1484,2.25,1,0,88.1484,1.91666666666667,1,1
13,7,"B",88.1484,1.66666666666667,0,1,66.1113,1.91666666666667,1,1
13,8,"B",44.0742,1.66666666666667,1,1,44.0742,1.91666666666667,0,0
13,9,"A",44.0742,2.25,1,1,88.1484,1.91666666666667,1,1
13,10,"A",44.0742,1.91666666666667,0,0,66.1113,1.66666666666667,1,0
13,11,"A",66.1113,2.25,0,1,88.1484,1.66666666666667,0,1
13,12,"A",44.0742,2.25,1,1,66.1113,1.66666666666667,1,0
13,13,"B",66.1113,2.25,0,1,66.1113,1.66666666666667,1,0
13,14,"B",66.1113,2.25,0,1,66.1113,1.91666666666667,1,1
14,1,"B",41.3195625,2.41666666666667,2,1,41.3195625,2.16666666666667,1,0
14,2,"A",41.3195625,1.91666666666667,0,1,41.3195625,2.16666666666667,1,0
14,3,"A",27.546375,2.41666666666667,1,1,41.3195625,2.16666666666667,1,0
14,4,"A",55.09275,1.91666666666667,1,1,41.3195625,2.41666666666667,2,1
14,5,"A",27.546375,2.16666666666667,0,1,55.09275,2.41666666666667,0,0
14,6,"B",55.09275,1.91666666666667,1,1,27.546375,2.16666666666667,0,1
14,7,"B",55.09275,2.41666666666667,0,0,27.546375,2.41666666666667,1,1
14,8,"B",27.546375,1.91666666666667,2,0,41.3195625,2.16666666666667,1,0
14,9,"A",41.3195625,1.91666666666667,0,1,27.546375,2.41666666666667,1,1
14,10,"B",41.3195625,2.41666666666667,2,1,55.09275,2.41666666666667,0,0
14,11,"B",55.09275,2.41666666666667,0,0,27.546375,1.91666666666667,2,0
14,12,"A",27.546375,1.91666666666667,2,0,55.09275,1.91666666666667,1,1
14,13,"B",55.09275,2.41666666666667,0,0,55.09275,2.16666666666667,2,1
14,14,"B",41.3195625,1.91666666666667,0,1,27.546375,2.16666666666667,0,1
15,1,"B",77.12985,1.75,0,1,38.564925,1.58333333333333,0,1
15,2,"B",77.12985,1.58333333333333,0,0,57.8473875,1.75,0,0
15,3,"A",57.8473875,1.58333333333333,0,1,77.12985,1.58333333333333,0,0
15,4,"A",38.564925,2,0,0,57.8473875,1.58333333333333,0,1
15,5,"B",38.564925,2,0,0,38.564925,1.58333333333333,0,1
15,6,"B",57.8473875,1.58333333333333,0,1,57.8473875,1.75,0,0
15,7,"A",38.564925,2,0,0,57.8473875,1.75,0,0
15,8,"B",38.564925,2,0,0,38.564925,1.75,0,1
15,9,"A",57.8473875,2,0,1,77.12985,1.75,0,1
15,10,"A",77.12985,1.58333333333333,0,0,57.8473875,2,0,1
16,1,"B",138.83373,2.75,1,1,115.694775,2.5,1,1
16,2,"A",138.83373,3.08333333333333,0,1,115.694775,2.75,0,2
16,3,"B",115.694775,3.08333333333333,0,1,127.2642525,2.75,0,1
16,4,"A",115.694775,3.08333333333333,0,1,138.83373,2.5,0,2
16,5,"B",115.694775,2.5,1,1,115.694775,2.75,0,2
16,6,"A",138.83373,2.5,0,2,138.83373,2.75,1,1
16,7,"A",115.694775,2.75,0,2,138.83373,2.5,0,2
16,8,"A",138.83373,2.5,0,2,127.2642525,3.08333333333333,1,2
16,9,"B",138.83373,2.5,0,2,115.694775,2.5,1,1
16,10,"B",138.83373,2.75,1,1,127.2642525,3.08333333333333,1,2
17,1,"B",55.09275,2.08333333333333,1,1,44.0742,1.66666666666667,0,1
17,2,"B",55.09275,1.83333333333333,0,1,55.09275,1.66666666666667,1,0
17,3,"B",55.09275,1.83333333333333,0,1,33.05565,1.83333333333333,1,1
17,4,"B",55.09275,1.83333333333333,0,1,44.0742,1.83333333333333,1,0
17,5,"B",55.09275,1.83333333333333,0,1,33.05565,2.08333333333333,0,0
17,6,"A",33.05565,2.08333333333333,0,0,55.09275,1.66666666666667,1,0
17,7,"B",55.09275,1.66666666666667,1,0,33.05565,1.66666666666667,1,1
17,8,"B",44.0742,1.83333333333333,1,0,33.05565,2.08333333333333,0,0
17,9,"B",44.0742,1.66666666666667,0,1,33.05565,2.08333333333333,0,0
17,10,"A",44.0742,1.83333333333333,1,0,55.09275,1.66666666666667,1,0
17,11,"B",33.05565,2.08333333333333,0,0,33.05565,1.66666666666667,1,1
17,12,"A",33.05565,1.83333333333333,1,1,44.0742,1.83333333333333,1,0
17,13,"B",44.0742,1.66666666666667,0,1,44.0742,1.83333333333333,1,0
17,14,"B",55.09275,1.66666666666667,1,0,44.0742,2.08333333333333,1,1
17,15,"A",33.05565,2.08333333333333,0,0,33.05565,1.83333333333333,1,1
18,1,"A",79.33356,2.08333333333333,0,1,88.1484,2.33333333333333,1,1
18,2,"A",70.51872,2.66666666666667,1,1,88.1484,2.33333333333333,1,1
18,3,"A",88.1484,2.66666666666667,0,0,88.1484,2.33333333333333,1,1
18,4,"A",79.33356,2.08333333333333,0,1,88.1484,2.66666666666667,0,0
18,5,"A",70.51872,2.33333333333333,0,1,88.1484,2.66666666666667,0,0
18,6,"B",70.51872,2.66666666666667,1,1,88.1484,2.08333333333333,1,1
18,7,"B",70.51872,2.33333333333333,0,1,79.33356,2.08333333333333,0,1
18,8,"B",70.51872,2.08333333333333,1,0,70.51872,2.33333333333333,0,1
18,9,"A",70.51872,2.66666666666667,1,1,88.1484,2.66666666666667,0,0
18,10,"A",79.33356,2.33333333333333,1,0,70.51872,2.66666666666667,1,1
18,11,"B",88.1484,2.33333333333333,1,1,79.33356,2.66666666666667,1,1
18,12,"A",88.1484,2.66666666666667,0,0,79.33356,2.66666666666667,1,1
18,13,"A",79.33356,2.33333333333333,1,0,88.1484,2.08333333333333,1,1
19,1,"A",59.50017,1.41666666666667,0,1,66.1113,1.58333333333333,0,1
19,2,"B",59.50017,1.75,0,0,66.1113,1.41666666666667,0,0
19,3,"A",59.50017,1.41666666666667,0,1,59.50017,1.75,0,0
19,4,"A",59.50017,1.41666666666667,0,1,52.88904,1.75,0,1
19,5,"A",59.50017,1.75,0,0,52.88904,1.75,0,1
19,6,"A",59.50017,1.75,0,0,59.50017,1.58333333333333,0,1
19,7,"B",52.88904,1.41666666666667,0,1,52.88904,1.58333333333333,0,0
19,8,"A",66.1113,1.41666666666667,0,0,59.50017,1.41666666666667,0,1
19,9,"A",52.88904,1.41666666666667,0,1,66.1113,1.41666666666667,0,0
19,10,"A",52.88904,1.75,0,1,66.1113,1.58333333333333,0,1
19,11,"A",52.88904,1.75,0,1,59.50017,1.58333333333333,0,1
20,1,"B",61.70388,1.58333333333333,0,1,43.192716,1.58333333333333,0,0
20,2,"A",52.448298,1.58333333333333,0,1,52.448298,1.83333333333333,0,0
20,3,"A",61.70388,2,0,0,52.448298,2,0,1
20,4,"B",43.192716,1.83333333333333,0,1,52.448298,1.83333333333333,0,0
20,5,"B",61.70388,2,0,0,43.192716,1.83333333333333,0,1
20,6,"A",61.70388,1.58333333333333,0,1,61.70388,2,0,0
20,7,"B",52.448298,2,0,1,61.70388,1.83333333333333,0,1
20,8,"B",52.448298,1.83333333333333,0,0,61.70388,1.58333333333333,0,1
20,9,"B",61.70388,2,0,0,61.70388,1.83333333333333,0,1
20,10,"A",61.70388,1.83333333333333,0,1,43.192716,2,0,1
20,11,"B",43.192716,2,0,1,61.70388,2,0,0
21,1,"B",55.533492,2.25,1,1,55.533492,2.08333333333333,0,1
21,2,"B",61.70388,2.5,0,1,61.70388,2.08333333333333,1,0
21,3,"B",61.70388,2.25,1,1,61.70388,2.5,0,1
21,4,"B",61.70388,2.25,1,1,49.363104,2.5,1,1
21,5,"A",49.363104,2.5,1,1,61.70388,2.5,0,1
21,6,"A",55.533492,2.5,1,0,61.70388,2.08333333333333,1,0
21,7,"B",55.533492,2.08333333333333,0,1,55.533492,2.5,1,0
21,8,"A",49.363104,2.5,1,1,55.533492,2.08333333333333,0,1
21,9,"A",49.363104,2.08333333333333,1,1,55.533492,2.5,1,0
21,10,"B",61.70388,2.08333333333333,1,0,49.363104,2.5,1,1
21,11,"A",55.533492,2.25,1,1,61.70388,2.08333333333333,1,0
21,12,"B",49.363104,2.08333333333333,1,1,49.363104,2.25,0,0
21,13,"A",49.363104,2.5,1,1,55.533492,2.5,1,0
22,1,"A",77.12985,2.16666666666667,1,1,96.4123125,2.16666666666667,2,2
22,2,"A",96.4123125,2.16666666666667,2,2,115.694775,1.91666666666667,1,2
22,4,"B",77.12985,2.33333333333333,1,2,77.12985,1.91666666666667,2,1
22,5,"A",96.4123125,2.33333333333333,1,1,96.4123125,2.16666666666667,2,2
22,6,"A",96.4123125,2.33333333333333,1,1,77.12985,2.33333333333333,1,2
22,7,"B",77.12985,2.16666666666667,1,1,77.12985,1.91666666666667,2,1
22,8,"B",115.694775,1.91666666666667,1,2,115.694775,2.33333333333333,2,1
22,9,"B",96.4123125,1.91666666666667,1,1,77.12985,2.16666666666667,1,1
22,10,"B",96.4123125,2.16666666666667,2,2,115.694775,2.33333333333333,2,1
23,1,"B",88.6993275,1.83333333333333,0,2,88.6993275,1.66666666666667,0,1
23,2,"A",77.12985,1.66666666666667,1,2,100.268805,1.83333333333333,1,1
23,3,"B",100.268805,1.5,0,2,77.12985,1.66666666666667,1,2
23,4,"B",88.6993275,1.83333333333333,0,2,88.6993275,1.5,1,1
23,5,"B",100.268805,1.66666666666667,0,1,77.12985,1.66666666666667,1,2
23,6,"B",100.268805,1.5,0,2,100.268805,1.83333333333333,1,1
23,7,"B",77.12985,1.66666666666667,1,2,77.12985,1.83333333333333,0,1
23,8,"B",88.6993275,1.66666666666667,0,1,77.12985,1.66666666666667,1,2
23,9,"B",88.6993275,1.66666666666667,0,1,88.6993275,1.5,1,1
23,10,"B",88.6993275,1.5,1,1,77.12985,1.83333333333333,0,1
23,11,"B",100.268805,1.83333333333333,1,1,88.6993275,1.83333333333333,0,2
23,12,"A",88.6993275,1.83333333333333,0,2,100.268805,1.66666666666667,0,1
23,13,"A",77.12985,1.66666666666667,1,2,88.6993275,1.5,1,1
24,1,"A",79.33356,1.75,0,0,88.1484,1.75,0,1
24,2,"B",70.51872,1.75,0,1,79.33356,1.58333333333333,0,1
24,3,"B",79.33356,2,0,1,88.1484,1.58333333333333,0,0
24,4,"A",79.33356,1.58333333333333,0,1,79.33356,1.75,0,0
24,5,"B",79.33356,1.58333333333333,0,1,88.1484,1.58333333333333,0,0
24,6,"B",70.51872,2,0,0,79.33356,1.58333333333333,0,1
24,7,"B",70.51872,2,0,0,88.1484,1.75,0,1
24,8,"B",79.33356,1.75,0,0,70.51872,1.75,0,1
24,9,"B",88.1484,1.58333333333333,0,0,70.51872,1.58333333333333,0,1
25,1,"A",61.70388,1.91666666666667,0,1,77.12985,2.25,0,1
25,2,"A",61.70388,1.66666666666667,1,1,77.12985,1.91666666666667,1,0
25,3,"A",77.12985,1.66666666666667,1,1,69.416865,2.25,1,1
25,4,"A",77.12985,1.66666666666667,1,1,61.70388,2.25,1,0
25,5,"B",61.70388,1.91666666666667,0,1,77.12985,1.91666666666667,1,0
25,6,"B",61.70388,2.25,1,0,61.70388,1.91666666666667,0,1
25,7,"A",77.12985,1.66666666666667,1,1,61.70388,1.91666666666667,0,1
25,8,"B",61.70388,2.25,1,0,69.416865,1.91666666666667,1,1
25,9,"A",77.12985,1.66666666666667,1,1,77.12985,1.91666666666667,1,0
25,10,"B",61.70388,1.66666666666667,1,1,69.416865,1.66666666666667,0,0
25,11,"A",61.70388,2.25,1,0,77.12985,2.25,0,1
25,12,"A",77.12985,2.25,0,1,69.416865,2.25,1,1
26,1,"A",61.70388,2.08333333333333,1,0,69.416865,2.08333333333333,1,1
26,2,"B",61.70388,1.75,0,1,69.416865,1.91666666666667,0,0
26,3,"B",69.416865,1.75,1,1,61.70388,2.08333333333333,1,0
26,4,"B",61.70388,2.08333333333333,1,0,69.416865,1.91666666666667,0,0
26,5,"B",69.416865,2.08333333333333,1,1,77.12985,1.91666666666667,1,1
26,6,"A",61.70388,1.75,0,1,61.70388,2.08333333333333,1,0
26,7,"A",69.416865,1.75,1,1,61.70388,1.91666666666667,1,1
26,8,"B",77.12985,1.75,1,0,77.12985,2.08333333333333,0,1
26,9,"A",61.70388,1.91666666666667,1,1,77.12985,1.75,1,0
26,10,"B",77.12985,2.08333333333333,0,1,61.70388,2.08333333333333,1,0
26,11,"A",77.12985,2.08333333333333,0,1,69.416865,1.75,1,1
27,1,"B",86.385432,2.5,0,1,74.044656,2.08333333333333,0,1
27,2,"B",74.044656,2.33333333333333,0,1,61.70388,2.08333333333333,1,1
27,3,"B",74.044656,2.08333333333333,0,1,61.70388,2.5,0,1
27,4,"A",61.70388,2.33333333333333,0,2,86.385432,2.5,0,1
27,5,"B",74.044656,2.5,1,2,86.385432,2.5,0,1
27,6,"B",86.385432,2.08333333333333,0,2,74.044656,2.33333333333333,0,1
27,7,"A",61.70388,2.33333333333333,0,2,74.044656,2.33333333333333,0,1
27,8,"A",74.044656,2.5,1,2,86.385432,2.08333333333333,0,2
27,9,"A",86.385432,2.33333333333333,1,1,86.385432,2.08333333333333,0,2
27,10,"B",61.70388,2.33333333333333,0,2,61.70388,2.5,0,1
27,11,"A",61.70388,2.08333333333333,1,1,61.70388,2.5,0,1
27,12,"A",86.385432,2.33333333333333,1,1,74.044656,2.5,1,2
27,13,"B",86.385432,2.5,0,1,86.385432,2.33333333333333,1,1
27,14,"A",61.70388,2.33333333333333,0,2,74.044656,2.08333333333333,0,1
28,1,"B",70.1881635,2.21666666666667,0,2,62.0344365,1.8,0,1
28,2,"B",53.990895,2.21666666666667,1,1,62.0344365,1.8,0,1
28,3,"A",70.1881635,1.8,1,1,70.1881635,2.05,0,1
28,4,"A",70.1881635,1.8,1,1,62.0344365,2.21666666666667,0,1
28,5,"A",53.990895,2.21666666666667,1,1,70.1881635,2.05,0,1
28,6,"A",53.990895,1.8,0,2,70.1881635,2.05,0,1
28,7,"A",53.990895,2.21666666666667,1,1,62.0344365,2.21666666666667,0,1
28,8,"B",53.990895,2.21666666666667,1,1,53.990895,1.8,0,2
28,9,"B",62.0344365,2.21666666666667,0,1,70.1881635,2.05,0,1
28,10,"B",53.990895,2.05,0,1,62.0344365,1.8,0,1
28,11,"A",62.0344365,2.05,1,2,70.1881635,2.05,0,1
28,12,"A",53.990895,1.8,0,2,70.1881635,1.8,1,1
28,13,"A",53.990895,2.05,0,1,70.1881635,1.8,1,1
28,14,"B",53.990895,2.05,0,1,53.990895,1.8,0,2
28,15,"B",62.0344365,2.05,1,2,70.1881635,1.8,1,1
28,16,"B",70.1881635,1.8,1,1,53.990895,2.21666666666667,1,1
28,17,"B",62.0344365,1.8,0,1,53.990895,1.8,0,2
29,1,"A",69.416865,2.33333333333333,0,1,77.12985,2.33333333333333,1,1
29,2,"B",61.70388,2.33333333333333,2,0,61.70388,2,0,1
29,3,"A",69.416865,1.75,2,1,77.12985,2.33333333333333,1,1
29,5,"A",61.70388,1.75,1,1,77.12985,1.75,0,0
29,6,"A",61.70388,1.75,1,1,69.416865,2,1,0
29,7,"A",77.12985,1.75,0,0,69.416865,2.33333333333333,0,1
29,8,"A",77.12985,1.75,0,0,69.416865,1.75,2,1
29,9,"B",69.416865,2.33333333333333,0,1,61.70388,2.33333333333333,2,0
29,10,"B",77.12985,1.75,0,0,61.70388,2.33333333333333,2,0
29,11,"A",69.416865,2.33333333333333,0,1,77.12985,2,2,1
29,12,"B",69.416865,2.33333333333333,0,1,69.416865,1.75,2,1
29,14,"B",77.12985,2.33333333333333,1,1,77.12985,2,2,1
30,1,"A",61.70388,2.25,1,0,77.12985,2.5,1,1
30,2,"A",46.27791,2.25,1,1,77.12985,2.25,0,1
30,3,"B",77.12985,2.25,0,1,46.27791,2.5,0,0
30,4,"B",61.70388,2.08333333333333,0,1,46.27791,2.08333333333333,1,1
30,5,"A",61.70388,2.5,1,1,77.12985,2.25,0,1
30,6,"B",61.70388,2.25,1,0,46.27791,2.5,0,0
30,7,"A",46.27791,2.25,1,1,61.70388,2.25,1,0
30,8,"A",46.27791,2.08333333333333,1,1,77.12985,2.08333333333333,1,0
30,9,"A",46.27791,2.5,0,0,61.70388,2.08333333333333,0,1
30,10,"A",61.70388,2.08333333333333,0,1,61.70388,2.25,1,0
30,11,"B",77.12985,2.08333333333333,1,0,61.70388,2.25,1,0
30,12,"B",46.27791,2.25,1,1,46.27791,2.5,0,0
30,13,"A",77.12985,2.25,0,1,77.12985,2.08333333333333,1,0
30,14,"B",61.70388,2.08333333333333,0,1,46.27791,2.25,1,1
30,15,"B",46.27791,2.08333333333333,1,1,46.27791,2.5,0,0
31,1,"A",22.0371,2.75,0,1,28.64823,2.75,1,1
31,2,"A",25.342665,2.41666666666667,1,1,25.342665,2.75,0,2
31,3,"A",22.0371,3,1,2,28.64823,2.41666666666667,0,2
31,4,"B",28.64823,2.41666666666667,0,2,25.342665,3,0,1
31,5,"A",28.64823,3,0,1,28.64823,2.41666666666667,0,2
31,6,"B",25.342665,2.41666666666667,1,1,25.342665,3,0,1
31,7,"B",28.64823,3,0,1,22.0371,3,1,2
31,8,"B",25.342665,2.75,0,2,28.64823,2.75,1,1
31,9,"B",28.64823,2.41666666666667,0,2,25.342665,2.75,0,2
31,10,"B",25.342665,3,0,1,22.0371,3,1,2
31,11,"A",28.64823,3,0,1,28.64823,2.75,1,1
